Site,Latitude,Longitude,Time,Type,Protocol,Latency,Average Latency,Total Latency
Ontario,43.641128,-79.387787,2023-06-04 18:00:00,network,TWAMP,52.28179244678636,67.67,69.06
Ontario,43.641128,-79.387787,2023-06-04 18:00:00,network,UDP,47.35930114992803,67.67,69.06
Ontario,43.641128,-79.387787,2023-06-04 18:00:00,app,HTTP,75.73622176538436,70.44,69.06
Ontario,43.641128,-79.387787,2023-06-04 18:00:00,app,HTTPS,94.80084381946419,70.44,69.06
Ontario,43.641128,-79.387787,2023-06-04 18:00:00,app,TCP,64.78050581359986,70.44,69.06
Ontario,43.641128,-79.387787,2023-06-04 18:00:00,app,ICMP,63.767037297939524,70.44,69.06
Ontario,43.641128,-79.387787,2023-06-04 18:00:00,app,TWAMP,59.84677740492311,70.44,69.06
Ontario,43.641128,-79.387787,2023-06-04 18:00:00,app,UDP,63.708398107244214,70.44,69.06
Manitoba,49.894225,-97.131744,2023-06-04 18:00:00,network,HTTP,81.13365708505881,78.58,76.44
Manitoba,49.894225,-97.131744,2023-06-04 18:00:00,network,HTTPS,95.42925383599827,78.58,76.44
Manitoba,49.894225,-97.131744,2023-06-04 18:00:00,network,TCP,84.20515752687005,78.58,76.44
Manitoba,49.894225,-97.131744,2023-06-04 18:00:00,network,ICMP,85.38699560373801,78.58,76.44
Manitoba,49.894225,-97.131744,2023-06-04 18:00:00,network,TWAMP,71.7219284437307,78.58,76.44
Manitoba,49.894225,-97.131744,2023-06-04 18:00:00,network,UDP,53.62265927754014,78.58,76.44
Manitoba,49.894225,-97.131744,2023-06-04 18:00:00,app,HTTP,80.77092901317309,74.3,76.44
Manitoba,49.894225,-97.131744,2023-06-04 18:00:00,app,HTTPS,94.65671682900712,74.3,76.44
Manitoba,49.894225,-97.131744,2023-06-04 18:00:00,app,TCP,81.00702453991838,74.3,76.44
Manitoba,49.894225,-97.131744,2023-06-04 18:00:00,app,ICMP,88.42060041166852,74.3,76.44
Manitoba,49.894225,-97.131744,2023-06-04 18:00:00,app,TWAMP,71.63991199352412,74.3,76.44
Manitoba,49.894225,-97.131744,2023-06-04 18:00:00,app,UDP,29.317716515839198,74.3,76.44
Quebec,45.505294,-73.613987,2023-06-04 20:00:00,network,HTTP,71.18683945045166,69.1,72.17
Quebec,45.505294,-73.613987,2023-06-04 20:00:00,network,HTTPS,90.72688429536379,69.1,72.17
Quebec,45.505294,-73.613987,2023-06-04 20:00:00,network,TCP,70.20792102963131,69.1,72.17
Quebec,45.505294,-73.613987,2023-06-04 20:00:00,network,ICMP,46.739193127434795,69.1,72.17
Quebec,45.505294,-73.613987,2023-06-04 20:00:00,network,TWAMP,74.49484297681967,69.1,72.17
Quebec,45.505294,-73.613987,2023-06-04 20:00:00,network,UDP,61.225531678489816,69.1,72.17
Quebec,45.505294,-73.613987,2023-06-04 20:00:00,app,HTTP,79.75518957309822,75.25,72.17
Quebec,45.505294,-73.613987,2023-06-04 20:00:00,app,HTTPS,91.07539030910716,75.25,72.17
Quebec,45.505294,-73.613987,2023-06-04 20:00:00,app,TCP,77.08893832938507,75.25,72.17
Quebec,45.505294,-73.613987,2023-06-04 20:00:00,app,ICMP,86.93789761048065,75.25,72.17
Quebec,45.505294,-73.613987,2023-06-04 20:00:00,app,TWAMP,62.26977694799598,75.25,72.17
Quebec,45.505294,-73.613987,2023-06-04 20:00:00,app,UDP,54.3518453572914,75.25,72.17
Ontario,43.641128,-79.387787,2023-06-04 20:00:00,network,HTTP,74.23379881789666,70.98,67.96
Ontario,43.641128,-79.387787,2023-06-04 20:00:00,network,HTTPS,97.91507945015658,70.98,67.96
Ontario,43.641128,-79.387787,2023-06-04 20:00:00,network,TCP,72.84710198560353,70.98,67.96
Ontario,43.641128,-79.387787,2023-06-04 20:00:00,network,ICMP,48.34125558712368,70.98,67.96
Ontario,43.641128,-79.387787,2023-06-04 20:00:00,network,TWAMP,73.00754223397706,70.98,67.96
Ontario,43.641128,-79.387787,2023-06-04 20:00:00,network,UDP,59.51204250956322,70.98,67.96
Ontario,43.641128,-79.387787,2023-06-04 20:00:00,app,HTTP,78.48322125101872,64.94,67.96
Ontario,43.641128,-79.387787,2023-06-04 20:00:00,app,HTTPS,84.55300196206107,64.94,67.96
Ontario,43.641128,-79.387787,2023-06-04 20:00:00,app,TCP,63.42352592103951,64.94,67.96
Ontario,43.641128,-79.387787,2023-06-04 20:00:00,app,ICMP,64.97008223328436,64.94,67.96
Ontario,43.641128,-79.387787,2023-06-04 20:00:00,app,TWAMP,70.58301245650004,64.94,67.96
Ontario,43.641128,-79.387787,2023-06-04 20:00:00,app,UDP,27.60002854196072,64.94,67.96
Manitoba,49.894225,-97.131744,2023-06-04 20:00:00,network,HTTP,81.89491429218151,78.62,76.45
Manitoba,49.894225,-97.131744,2023-06-04 20:00:00,network,HTTPS,89.18046769560773,78.62,76.45
Manitoba,49.894225,-97.131744,2023-06-04 20:00:00,network,TCP,80.09582273558526,78.62,76.45
Manitoba,49.894225,-97.131744,2023-06-04 20:00:00,network,ICMP,95.16497583279207,78.62,76.45
Manitoba,49.894225,-97.131744,2023-06-04 20:00:00,network,TWAMP,66.86085308910239,78.62,76.45
Manitoba,49.894225,-97.131744,2023-06-04 20:00:00,network,UDP,58.52987503653306,78.62,76.45
Manitoba,49.894225,-97.131744,2023-06-04 20:00:00,app,HTTP,76.78173151776497,74.27,76.45
Manitoba,49.894225,-97.131744,2023-06-04 20:00:00,app,HTTPS,94.53818825542557,74.27,76.45
Manitoba,49.894225,-97.131744,2023-06-04 20:00:00,app,TCP,73.75908857783892,74.27,76.45
Manitoba,49.894225,-97.131744,2023-06-04 20:00:00,app,ICMP,86.24510988160743,74.27,76.45
Manitoba,49.894225,-97.131744,2023-06-04 20:00:00,app,TWAMP,59.52086600089047,74.27,76.45
Manitoba,49.894225,-97.131744,2023-06-04 20:00:00,app,UDP,54.77711276341251,74.27,76.45
Quebec,45.505294,-73.613987,2023-06-04 22:00:00,network,HTTP,77.82469084451171,67.14,68.13
Quebec,45.505294,-73.613987,2023-06-04 22:00:00,network,HTTPS,93.65601078803262,67.14,68.13
Quebec,45.505294,-73.613987,2023-06-04 22:00:00,network,TCP,60.66989832981696,67.14,68.13
Quebec,45.505294,-73.613987,2023-06-04 22:00:00,network,ICMP,80.56786854715855,67.14,68.13
Quebec,45.505294,-73.613987,2023-06-04 22:00:00,network,TWAMP,54.93819725159369,67.14,68.13
Quebec,45.505294,-73.613987,2023-06-04 22:00:00,network,UDP,35.18854816517323,67.14,68.13
Quebec,45.505294,-73.613987,2023-06-04 22:00:00,app,HTTP,66.53031675199655,69.13,68.13
Quebec,45.505294,-73.613987,2023-06-04 22:00:00,app,HTTPS,84.82380473076152,69.13,68.13
Quebec,45.505294,-73.613987,2023-06-04 22:00:00,app,TCP,65.3588715532412,69.13,68.13
Quebec,45.505294,-73.613987,2023-06-04 22:00:00,app,ICMP,70.82482109066564,69.13,68.13
Quebec,45.505294,-73.613987,2023-06-04 22:00:00,app,TWAMP,73.26798827079946,69.13,68.13
Quebec,45.505294,-73.613987,2023-06-04 22:00:00,app,UDP,53.945464472335914,69.13,68.13
Ontario,43.641128,-79.387787,2023-06-04 22:00:00,network,HTTP,67.87918515134062,67.46,72.08
Ontario,43.641128,-79.387787,2023-06-04 22:00:00,network,HTTPS,93.5785229489001,67.46,72.08
Ontario,43.641128,-79.387787,2023-06-04 22:00:00,network,TCP,72.58289033971289,67.46,72.08
Ontario,43.641128,-79.387787,2023-06-04 22:00:00,network,ICMP,71.67846091751758,67.46,72.08
Ontario,43.641128,-79.387787,2023-06-04 22:00:00,network,TWAMP,45.31598738119815,67.46,72.08
Ontario,43.641128,-79.387787,2023-06-04 22:00:00,network,UDP,53.73333299956332,67.46,72.08
Ontario,43.641128,-79.387787,2023-06-04 22:00:00,app,HTTP,80.33323774204554,76.7,72.08
Ontario,43.641128,-79.387787,2023-06-04 22:00:00,app,HTTPS,97.29935064155245,76.7,72.08
Ontario,43.641128,-79.387787,2023-06-04 22:00:00,app,TCP,83.56627610385479,76.7,72.08
Ontario,43.641128,-79.387787,2023-06-04 22:00:00,app,ICMP,74.63894968193918,76.7,72.08
Ontario,43.641128,-79.387787,2023-06-04 22:00:00,app,TWAMP,65.12137272084473,76.7,72.08
Ontario,43.641128,-79.387787,2023-06-04 22:00:00,app,UDP,59.26450190113293,76.7,72.08
Manitoba,49.894225,-97.131744,2023-06-04 22:00:00,network,HTTP,75.61477547736733,67.08,66.42
Manitoba,49.894225,-97.131744,2023-06-04 22:00:00,network,HTTPS,81.87163388001386,67.08,66.42
Manitoba,49.894225,-97.131744,2023-06-04 22:00:00,network,TCP,74.19064453482562,67.08,66.42
Manitoba,49.894225,-97.131744,2023-06-04 22:00:00,network,ICMP,68.88289239890493,67.08,66.42
Manitoba,49.894225,-97.131744,2023-06-04 22:00:00,network,TWAMP,71.09206962417593,67.08,66.42
Manitoba,49.894225,-97.131744,2023-06-04 22:00:00,network,UDP,30.846044188084676,67.08,66.42
Manitoba,49.894225,-97.131744,2023-06-04 22:00:00,app,HTTP,80.96963554296029,65.76,66.42
Manitoba,49.894225,-97.131744,2023-06-04 22:00:00,app,HTTPS,89.28041492056566,65.76,66.42
Manitoba,49.894225,-97.131744,2023-06-04 22:00:00,app,TCP,84.08538754765638,65.76,66.42
Manitoba,49.894225,-97.131744,2023-06-04 22:00:00,app,ICMP,55.46812625662218,65.76,66.42
Manitoba,49.894225,-97.131744,2023-06-04 22:00:00,app,TWAMP,51.328133308179886,65.76,66.42
Manitoba,49.894225,-97.131744,2023-06-04 22:00:00,app,UDP,33.438810715517235,65.76,66.42
Quebec,45.505294,-73.613987,2023-06-05 00:00:00,network,HTTP,71.42584977105825,70.47,71.52
Quebec,45.505294,-73.613987,2023-06-05 00:00:00,network,HTTPS,91.14294578303708,70.47,71.52
Quebec,45.505294,-73.613987,2023-06-05 00:00:00,network,TCP,84.16996365949748,70.47,71.52
Quebec,45.505294,-73.613987,2023-06-05 00:00:00,network,ICMP,57.959726524445344,70.47,71.52
Quebec,45.505294,-73.613987,2023-06-05 00:00:00,network,TWAMP,71.79297387906827,70.47,71.52
Quebec,45.505294,-73.613987,2023-06-05 00:00:00,network,UDP,46.338068832465964,70.47,71.52
Quebec,45.505294,-73.613987,2023-06-05 00:00:00,app,HTTP,73.06208622859111,72.57,71.52
Quebec,45.505294,-73.613987,2023-06-05 00:00:00,app,HTTPS,81.03985559839045,72.57,71.52
Quebec,45.505294,-73.613987,2023-06-05 00:00:00,app,TCP,62.16672590518555,72.57,71.52
Quebec,45.505294,-73.613987,2023-06-05 00:00:00,app,ICMP,87.43800003396632,72.57,71.52
Quebec,45.505294,-73.613987,2023-06-05 00:00:00,app,TWAMP,71.13124749616257,72.57,71.52
Quebec,45.505294,-73.613987,2023-06-05 00:00:00,app,UDP,60.60913103943064,72.57,71.52
Ontario,43.641128,-79.387787,2023-06-05 00:00:00,network,HTTP,68.65636738948767,69.51,63.75
Ontario,43.641128,-79.387787,2023-06-05 00:00:00,network,HTTPS,90.78208728666547,69.51,63.75
Ontario,43.641128,-79.387787,2023-06-05 00:00:00,network,TCP,76.24586294133307,69.51,63.75
Ontario,43.641128,-79.387787,2023-06-05 00:00:00,network,ICMP,93.37973831706132,69.51,63.75
Ontario,43.641128,-79.387787,2023-06-05 00:00:00,network,TWAMP,60.59798126083739,69.51,63.75
Ontario,43.641128,-79.387787,2023-06-05 00:00:00,network,UDP,27.40357427471661,69.51,63.75
Ontario,43.641128,-79.387787,2023-06-05 00:00:00,app,HTTP,65.10831597553428,57.99,63.75
Ontario,43.641128,-79.387787,2023-06-05 00:00:00,app,HTTPS,85.01256796907273,57.99,63.75
Ontario,43.641128,-79.387787,2023-06-05 00:00:00,app,TCP,60.90051983681277,57.99,63.75
Ontario,43.641128,-79.387787,2023-06-05 00:00:00,app,ICMP,62.585987615338496,57.99,63.75
Ontario,43.641128,-79.387787,2023-06-05 00:00:00,app,TWAMP,50.51442564366652,57.99,63.75
Ontario,43.641128,-79.387787,2023-06-05 00:00:00,app,UDP,23.82304425338772,57.99,63.75
Manitoba,49.894225,-97.131744,2023-06-05 00:00:00,network,HTTP,73.63734428323743,71.73,69.91
Manitoba,49.894225,-97.131744,2023-06-05 00:00:00,network,HTTPS,96.06370810875346,71.73,69.91
Manitoba,49.894225,-97.131744,2023-06-05 00:00:00,network,TCP,69.19751808331418,71.73,69.91
Manitoba,49.894225,-97.131744,2023-06-05 00:00:00,network,ICMP,84.22681011263558,71.73,69.91
Manitoba,49.894225,-97.131744,2023-06-05 00:00:00,network,TWAMP,50.443989715479525,71.73,69.91
Manitoba,49.894225,-97.131744,2023-06-05 00:00:00,network,UDP,56.84010778062575,71.73,69.91
Manitoba,49.894225,-97.131744,2023-06-05 00:00:00,app,HTTP,74.73055562022927,68.09,69.91
Manitoba,49.894225,-97.131744,2023-06-05 00:00:00,app,HTTPS,84.46432727534568,68.09,69.91
Manitoba,49.894225,-97.131744,2023-06-05 00:00:00,app,TCP,57.08594398923582,68.09,69.91
Manitoba,49.894225,-97.131744,2023-06-05 00:00:00,app,ICMP,75.20933979513686,68.09,69.91
Manitoba,49.894225,-97.131744,2023-06-05 00:00:00,app,TWAMP,67.56168907113512,68.09,69.91
Manitoba,49.894225,-97.131744,2023-06-05 00:00:00,app,UDP,49.46438081855881,68.09,69.91
Quebec,45.505294,-73.613987,2023-06-05 02:00:00,network,HTTP,68.68619049426515,71.63,72.51
Quebec,45.505294,-73.613987,2023-06-05 02:00:00,network,HTTPS,85.77723596273647,71.63,72.51
Quebec,45.505294,-73.613987,2023-06-05 02:00:00,network,TCP,72.82778760843188,71.63,72.51
Quebec,45.505294,-73.613987,2023-06-05 02:00:00,network,ICMP,84.85474273465127,71.63,72.51
Quebec,45.505294,-73.613987,2023-06-05 02:00:00,network,TWAMP,71.40418883401371,71.63,72.51
Quebec,45.505294,-73.613987,2023-06-05 02:00:00,network,UDP,46.232202792722504,71.63,72.51
Quebec,45.505294,-73.613987,2023-06-05 02:00:00,app,HTTP,76.62194455846321,73.39,72.51
Quebec,45.505294,-73.613987,2023-06-05 02:00:00,app,HTTPS,89.1223383435815,73.39,72.51
Quebec,45.505294,-73.613987,2023-06-05 02:00:00,app,TCP,80.37358925564727,73.39,72.51
Quebec,45.505294,-73.613987,2023-06-05 02:00:00,app,ICMP,70.79874146707655,73.39,72.51
Quebec,45.505294,-73.613987,2023-06-05 02:00:00,app,TWAMP,74.46695843899468,73.39,72.51
Quebec,45.505294,-73.613987,2023-06-05 02:00:00,app,UDP,48.94442705816577,73.39,72.51
Ontario,43.641128,-79.387787,2023-06-05 02:00:00,network,HTTP,71.09181222513413,70.35,69.44
Ontario,43.641128,-79.387787,2023-06-05 02:00:00,network,HTTPS,86.63887245104108,70.35,69.44
Ontario,43.641128,-79.387787,2023-06-05 02:00:00,network,TCP,85.80773754575242,70.35,69.44
Ontario,43.641128,-79.387787,2023-06-05 02:00:00,network,ICMP,84.69653708072332,70.35,69.44
Ontario,43.641128,-79.387787,2023-06-05 02:00:00,network,TWAMP,63.187201784436105,70.35,69.44
Ontario,43.641128,-79.387787,2023-06-05 02:00:00,network,UDP,30.704547728636406,70.35,69.44
Ontario,43.641128,-79.387787,2023-06-05 02:00:00,app,HTTP,72.06528396411085,68.53,69.44
Ontario,43.641128,-79.387787,2023-06-05 02:00:00,app,HTTPS,94.35827545270399,68.53,69.44
Ontario,43.641128,-79.387787,2023-06-05 02:00:00,app,TCP,86.45221478202606,68.53,69.44
Ontario,43.641128,-79.387787,2023-06-05 02:00:00,app,ICMP,49.15146218275184,68.53,69.44
Ontario,43.641128,-79.387787,2023-06-05 02:00:00,app,TWAMP,48.749943816780075,68.53,69.44
Ontario,43.641128,-79.387787,2023-06-05 02:00:00,app,UDP,60.397123097163046,68.53,69.44
Manitoba,49.894225,-97.131744,2023-06-05 02:00:00,network,HTTP,65.01617751306665,68.25,67.21
Manitoba,49.894225,-97.131744,2023-06-05 02:00:00,network,HTTPS,86.25754024675733,68.25,67.21
Manitoba,49.894225,-97.131744,2023-06-05 02:00:00,network,TCP,78.37536105378186,68.25,67.21
Manitoba,49.894225,-97.131744,2023-06-05 02:00:00,network,ICMP,56.27585660596612,68.25,67.21
Manitoba,49.894225,-97.131744,2023-06-05 02:00:00,network,TWAMP,71.61885114914632,68.25,67.21
Manitoba,49.894225,-97.131744,2023-06-05 02:00:00,network,UDP,51.98411248995204,68.25,67.21
Manitoba,49.894225,-97.131744,2023-06-05 02:00:00,app,HTTP,77.3243563081189,66.16,67.21
Manitoba,49.894225,-97.131744,2023-06-05 02:00:00,app,HTTPS,91.77279483879646,66.16,67.21
Manitoba,49.894225,-97.131744,2023-06-05 02:00:00,app,TCP,85.80011722691448,66.16,67.21
Manitoba,49.894225,-97.131744,2023-06-05 02:00:00,app,ICMP,63.498057512758834,66.16,67.21
Manitoba,49.894225,-97.131744,2023-06-05 02:00:00,app,TWAMP,46.61920148927204,66.16,67.21
Manitoba,49.894225,-97.131744,2023-06-05 02:00:00,app,UDP,31.955902673752444,66.16,67.21
Quebec,45.505294,-73.613987,2023-06-05 04:00:00,network,HTTP,77.86599307824338,62.34,62.87
Quebec,45.505294,-73.613987,2023-06-05 04:00:00,network,HTTPS,89.31086317900657,62.34,62.87
Quebec,45.505294,-73.613987,2023-06-05 04:00:00,network,TCP,64.62128533697202,62.34,62.87
Quebec,45.505294,-73.613987,2023-06-05 04:00:00,network,ICMP,63.47064829261285,62.34,62.87
Quebec,45.505294,-73.613987,2023-06-05 04:00:00,network,TWAMP,49.76646598476373,62.34,62.87
Quebec,45.505294,-73.613987,2023-06-05 04:00:00,network,UDP,28.990349247669783,62.34,62.87
Quebec,45.505294,-73.613987,2023-06-05 04:00:00,app,HTTP,72.92339659881218,63.39,62.87
Quebec,45.505294,-73.613987,2023-06-05 04:00:00,app,HTTPS,86.11087830816737,63.39,62.87
Quebec,45.505294,-73.613987,2023-06-05 04:00:00,app,TCP,79.86724809332839,63.39,62.87
Quebec,45.505294,-73.613987,2023-06-05 04:00:00,app,ICMP,38.33837100120751,63.39,62.87
Quebec,45.505294,-73.613987,2023-06-05 04:00:00,app,TWAMP,75.51630174369251,63.39,62.87
Quebec,45.505294,-73.613987,2023-06-05 04:00:00,app,UDP,27.600967818794672,63.39,62.87
Ontario,43.641128,-79.387787,2023-06-05 04:00:00,network,HTTP,80.49821242899782,67.28,67.44
Ontario,43.641128,-79.387787,2023-06-05 04:00:00,network,HTTPS,82.19281334526019,67.28,67.44
Ontario,43.641128,-79.387787,2023-06-05 04:00:00,network,TCP,74.21337612644592,67.28,67.44
Ontario,43.641128,-79.387787,2023-06-05 04:00:00,network,ICMP,76.47723195030144,67.28,67.44
Ontario,43.641128,-79.387787,2023-06-05 04:00:00,network,TWAMP,56.41749935785447,67.28,67.44
Ontario,43.641128,-79.387787,2023-06-05 04:00:00,network,UDP,33.85197536884769,67.28,67.44
Ontario,43.641128,-79.387787,2023-06-05 04:00:00,app,HTTP,78.3853674850476,67.6,67.44
Ontario,43.641128,-79.387787,2023-06-05 04:00:00,app,HTTPS,83.39628979577947,67.6,67.44
Ontario,43.641128,-79.387787,2023-06-05 04:00:00,app,TCP,80.17630031278374,67.6,67.44
Ontario,43.641128,-79.387787,2023-06-05 04:00:00,app,ICMP,64.2683965244473,67.6,67.44
Ontario,43.641128,-79.387787,2023-06-05 04:00:00,app,TWAMP,68.12856728014499,67.6,67.44
Ontario,43.641128,-79.387787,2023-06-05 04:00:00,app,UDP,31.260805287423338,67.6,67.44
Manitoba,49.894225,-97.131744,2023-06-05 04:00:00,network,HTTP,71.91848268596534,69.97,68.37
Manitoba,49.894225,-97.131744,2023-06-05 04:00:00,network,HTTPS,93.93713361349299,69.97,68.37
Manitoba,49.894225,-97.131744,2023-06-05 04:00:00,network,TCP,63.211714033678206,69.97,68.37
Manitoba,49.894225,-97.131744,2023-06-05 04:00:00,network,ICMP,94.52595018973267,69.97,68.37
Manitoba,49.894225,-97.131744,2023-06-05 04:00:00,network,TWAMP,71.08146941305742,69.97,68.37
Manitoba,49.894225,-97.131744,2023-06-05 04:00:00,network,UDP,25.132395017344596,69.97,68.37
Manitoba,49.894225,-97.131744,2023-06-05 04:00:00,app,HTTP,71.85175107598688,66.78,68.37
Manitoba,49.894225,-97.131744,2023-06-05 04:00:00,app,HTTPS,92.86615189037738,66.78,68.37
Manitoba,49.894225,-97.131744,2023-06-05 04:00:00,app,TCP,56.58866652423664,66.78,68.37
Manitoba,49.894225,-97.131744,2023-06-05 04:00:00,app,ICMP,87.46033528753931,66.78,68.37
Manitoba,49.894225,-97.131744,2023-06-05 04:00:00,app,TWAMP,45.97570329403281,66.78,68.37
Manitoba,49.894225,-97.131744,2023-06-05 04:00:00,app,UDP,45.91635482582879,66.78,68.37
Quebec,45.505294,-73.613987,2023-06-05 06:00:00,network,HTTP,76.84247020511197,69.98,67.85
Quebec,45.505294,-73.613987,2023-06-05 06:00:00,network,HTTPS,94.76758532148916,69.98,67.85
Quebec,45.505294,-73.613987,2023-06-05 06:00:00,network,TCP,57.238279002349515,69.98,67.85
Quebec,45.505294,-73.613987,2023-06-05 06:00:00,network,ICMP,85.89149910174748,69.98,67.85
Quebec,45.505294,-73.613987,2023-06-05 06:00:00,network,TWAMP,55.928958323098236,69.98,67.85
Quebec,45.505294,-73.613987,2023-06-05 06:00:00,network,UDP,49.220437524961575,69.98,67.85
Quebec,45.505294,-73.613987,2023-06-05 06:00:00,app,HTTP,67.05584758334054,65.73,67.85
Quebec,45.505294,-73.613987,2023-06-05 06:00:00,app,HTTPS,87.77986099466153,65.73,67.85
Quebec,45.505294,-73.613987,2023-06-05 06:00:00,app,TCP,80.92486300530514,65.73,67.85
Quebec,45.505294,-73.613987,2023-06-05 06:00:00,app,ICMP,71.82802214956322,65.73,67.85
Quebec,45.505294,-73.613987,2023-06-05 06:00:00,app,TWAMP,50.344522300871525,65.73,67.85
Quebec,45.505294,-73.613987,2023-06-05 06:00:00,app,UDP,36.427046794944445,65.73,67.85
Ontario,43.641128,-79.387787,2023-06-05 06:00:00,network,HTTP,68.8206264599844,64.77,62.21
Ontario,43.641128,-79.387787,2023-06-05 06:00:00,network,HTTPS,91.63380553820664,64.77,62.21
Ontario,43.641128,-79.387787,2023-06-05 06:00:00,network,TCP,69.84597671886726,64.77,62.21
Ontario,43.641128,-79.387787,2023-06-05 06:00:00,network,ICMP,59.8025862385591,64.77,62.21
Ontario,43.641128,-79.387787,2023-06-05 06:00:00,network,TWAMP,46.10852122369044,64.77,62.21
Ontario,43.641128,-79.387787,2023-06-05 06:00:00,network,UDP,52.42885894263231,64.77,62.21
Ontario,43.641128,-79.387787,2023-06-05 06:00:00,app,HTTP,65.66993769826234,59.64,62.21
Ontario,43.641128,-79.387787,2023-06-05 06:00:00,app,HTTPS,85.02645478030534,59.64,62.21
Ontario,43.641128,-79.387787,2023-06-05 06:00:00,app,TCP,56.26738281002694,59.64,62.21
Ontario,43.641128,-79.387787,2023-06-05 06:00:00,app,ICMP,59.96181189317768,59.64,62.21
Ontario,43.641128,-79.387787,2023-06-05 06:00:00,app,TWAMP,49.39417432608001,59.64,62.21
Ontario,43.641128,-79.387787,2023-06-05 06:00:00,app,UDP,41.50292466661226,59.64,62.21
Manitoba,49.894225,-97.131744,2023-06-05 06:00:00,network,HTTP,67.59916649117359,65.2,67.69
Manitoba,49.894225,-97.131744,2023-06-05 06:00:00,network,HTTPS,97.21463633953465,65.2,67.69
Manitoba,49.894225,-97.131744,2023-06-05 06:00:00,network,TCP,69.0588130210058,65.2,67.69
Manitoba,49.894225,-97.131744,2023-06-05 06:00:00,network,ICMP,61.74648774080684,65.2,67.69
Manitoba,49.894225,-97.131744,2023-06-05 06:00:00,network,TWAMP,49.27351733376891,65.2,67.69
Manitoba,49.894225,-97.131744,2023-06-05 06:00:00,network,UDP,46.32503244916526,65.2,67.69
Manitoba,49.894225,-97.131744,2023-06-05 06:00:00,app,HTTP,68.40756046350553,70.18,67.69
Manitoba,49.894225,-97.131744,2023-06-05 06:00:00,app,HTTPS,95.33062768721926,70.18,67.69
Manitoba,49.894225,-97.131744,2023-06-05 06:00:00,app,TCP,64.90378556666353,70.18,67.69
Manitoba,49.894225,-97.131744,2023-06-05 06:00:00,app,ICMP,97.66611149283814,70.18,67.69
Manitoba,49.894225,-97.131744,2023-06-05 06:00:00,app,TWAMP,69.78211281126055,70.18,67.69
Manitoba,49.894225,-97.131744,2023-06-05 06:00:00,app,UDP,24.98391549716599,70.18,67.69
Quebec,45.505294,-73.613987,2023-06-05 08:00:00,network,HTTP,66.61482307408832,69.25,70.72
Quebec,45.505294,-73.613987,2023-06-05 08:00:00,network,HTTPS,82.81824951008994,69.25,70.72
Quebec,45.505294,-73.613987,2023-06-05 08:00:00,network,TCP,78.54365978512043,69.25,70.72
Quebec,45.505294,-73.613987,2023-06-05 08:00:00,network,ICMP,92.82541844708284,69.25,70.72
Quebec,45.505294,-73.613987,2023-06-05 08:00:00,network,TWAMP,70.02549865183124,69.25,70.72
Quebec,45.505294,-73.613987,2023-06-05 08:00:00,network,UDP,24.650521722229275,69.25,70.72
Quebec,45.505294,-73.613987,2023-06-05 08:00:00,app,HTTP,72.18608188160512,72.19,70.72
Quebec,45.505294,-73.613987,2023-06-05 08:00:00,app,HTTPS,97.33047224507038,72.19,70.72
Quebec,45.505294,-73.613987,2023-06-05 08:00:00,app,TCP,68.56362670933792,72.19,70.72
Quebec,45.505294,-73.613987,2023-06-05 08:00:00,app,ICMP,98.15249693183684,72.19,70.72
Quebec,45.505294,-73.613987,2023-06-05 08:00:00,app,TWAMP,70.79950449593667,72.19,70.72
Quebec,45.505294,-73.613987,2023-06-05 08:00:00,app,UDP,26.13187175843819,72.19,70.72
Ontario,43.641128,-79.387787,2023-06-05 08:00:00,network,HTTP,74.48683415423045,67.96,66.31
Ontario,43.641128,-79.387787,2023-06-05 08:00:00,network,HTTPS,83.04489917303225,67.96,66.31
Ontario,43.641128,-79.387787,2023-06-05 08:00:00,network,TCP,75.37236242543952,67.96,66.31
Ontario,43.641128,-79.387787,2023-06-05 08:00:00,network,ICMP,64.70228129585848,67.96,66.31
Ontario,43.641128,-79.387787,2023-06-05 08:00:00,network,TWAMP,61.01556904083502,67.96,66.31
Ontario,43.641128,-79.387787,2023-06-05 08:00:00,network,UDP,49.1603134115942,67.96,66.31
Ontario,43.641128,-79.387787,2023-06-05 08:00:00,app,HTTP,65.50108721372145,64.65,66.31
Ontario,43.641128,-79.387787,2023-06-05 08:00:00,app,HTTPS,95.57308688047806,64.65,66.31
Ontario,43.641128,-79.387787,2023-06-05 08:00:00,app,TCP,57.815647015511566,64.65,66.31
Ontario,43.641128,-79.387787,2023-06-05 08:00:00,app,ICMP,67.85893222322801,64.65,66.31
Ontario,43.641128,-79.387787,2023-06-05 08:00:00,app,TWAMP,63.31010726651105,64.65,66.31
Ontario,43.641128,-79.387787,2023-06-05 08:00:00,app,UDP,37.85533962353736,64.65,66.31
Manitoba,49.894225,-97.131744,2023-06-05 08:00:00,network,HTTP,65.13091921314009,65.2,67.97
Manitoba,49.894225,-97.131744,2023-06-05 08:00:00,network,HTTPS,90.87086271485748,65.2,67.97
Manitoba,49.894225,-97.131744,2023-06-05 08:00:00,network,TCP,70.90876086088656,65.2,67.97
Manitoba,49.894225,-97.131744,2023-06-05 08:00:00,network,ICMP,42.536893208804536,65.2,67.97
Manitoba,49.894225,-97.131744,2023-06-05 08:00:00,network,TWAMP,66.51563980194993,65.2,67.97
Manitoba,49.894225,-97.131744,2023-06-05 08:00:00,network,UDP,55.24946856575922,65.2,67.97
